ECName;WTGEvent;type;description;isDowntime;isFault;Cause;Nature;resetType;alarmLevel;notes;changed
V80VestasErrorCode;432;Turbine;[432] - Wrong LSI Version;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;944;Ambient;[944] - WS1 Anemometer Frozen;1;1;ENV;Anemometer;Auto short;11;;-1
V80VestasErrorCode;952;Ambient;[952] - WS1 Vane in Turbulence/Frozen;1;1;ENV;Turbolence;Auto long;11;;-1
V80VestasErrorCode;951;Ambient;[951] - WS1 Wind Vane Frosen;1;1;ENV;Ice;Auto long;11;;-1
V80VestasErrorCode;1004;Ambient;[1004] - WS2 Anemometer Frozen;1;1;ENV;Anemometer;Auto long;11;;-1
V80VestasErrorCode;1006;Ambient;[1006] - WS2 Vane Frozen;1;1;ENV;Ice;Auto long;11;;-1
V80VestasErrorCode;1007;Ambient;[1007] - WS2 Vane in Turbulence/Frozen;1;1;ENV;Turbolence;Auto long;11;;-1
V80VestasErrorCode;1012;Ambient;[1012] - WS2 Vane Misaligned;1;1;ENV;Other;Auto long;11;;-1
V80VestasErrorCode;976;Turbine;[976] - Yaw activity is not dectected;1;1;DEV_UN;Yaw_system;Auto short;11;;-1
V80VestasErrorCode;421;User;[421] - Yaw Curve Error point;1;1;DEV_UN;Yaw_system;Remote;1;;-1
V80VestasErrorCode;605;Turbine;[605] - Brush on gen, slip ring is worn;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;1016;Turbine;[1016] - Bus Bar AC under Maintenance;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;2857;Turbine;[2857] - BypsPressHigh;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3185;Turbine;[3185] - CamPulsMiss;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;706;No error;[706] - Ch High res, dev,;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;584;No error;[584] - CL Capacitor under voltage;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;3100;Turbine;[3100] - CMSGearVibrSignal1High;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3101;Turbine;[3101] - CMSGearVibrSignal2High;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3102;Turbine;[3102] - CMSGearVibrSignal3High;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3103;Turbine;[3103] - CMSGearVibrSignal4High;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3104;Turbine;[3104] - CMSGearVibrSignal5High;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3105;Turbine;[3105] - CMSGearVibrSignal6High;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3106;Turbine;[3106] - CMSGearVibrSignal7High;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3114;Turbine;[3114] - CMSGenVibrSignal1High;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3115;Turbine;[3115] - CMSGenVibrSignal2High;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3118;Turbine;[3118] - CMSMainBearingVibrHigh;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3275;Turbine;[3275] - CodeResShiftMiss;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;614;No error;[614] - Contac switching max;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3040;Turbine;[3040] - ConvArcNetRc3LightErr;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3041;Turbine;[3041] - ConvArcNetRc4LightErr;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3023;Turbine;[3023] - ConvControllerProcessorBattLaw;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3249;Turbine;[3249] - ConvGenWatCooHeaterSignInvalid;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3252;Turbine;[3252] - ConvGenWatCoolHeatFeedBInvalid;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3251;Turbine;[3251] - ConvGenWatCoolHeatNegFeedback;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3250;Turbine;[3250] - ConvGenWatCoolHeatPosFeedback;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3248;Turbine;[3248] - ConvGenWatCoolPumpNegFeedback;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3247;Turbine;[3247] - ConvGenWatCoolPumpNegFeedback;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3246;Turbine;[3246] - ConvGenWatCoolPumpPosFeedback;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3243;Turbine;[3243] - ConvGenWatCoolPumpSignInvalid;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;3245;Turbine;[3245] - ConvGenWatCoolPumpThermInvalid;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;3244;Turbine;[3244] - ConvGenWatCoolPumpThermoFault;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;2865;Turbine;[2865] - ConvWatCoolTempSlopeExceeded;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;2864;Turbine;[2864] - ConvWaterCoolWatLevelLow;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;961;Turbine;[961] - Cooling water level low;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3208;Turbine;[3208] - CT Est, Twist fault;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;3274;Turbine;[3274] - CTCodeResetShiftUnexp;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;580;No error;[580] - Current Limiter Voltage inval;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;329;Turbine;[329] - DC Overvolt;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;178;Turbine;[178] - Def, Fuse lightn, Prot, (F9-11);0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;364;No error;[364] - De-Ice curr, Dev,;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;365;No error;[365] - De-Ice feedback=0;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;366;No error;[366] - De-Ice feedback=1;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;363;No error;[363] - De-Ice System timeout;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;367;No error;[367] - De-Ice temp, Feedback;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;378;Turbine;[378] - De-Ice: Feedback K1064;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;441;Ambient;[441] - Derated at C ambi by;0;0;DEV_UN;Other;Auto long;0;;-1
V80VestasErrorCode;2859;Turbine;[2859] - DiffPressHigh;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;3129;Turbine;[3129] - DODP Valve Failure;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;934;Turbine;[934] - DP Gear oil fltr;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;3047;Turbine;[3047] - DrainTestInitialPressMissing;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;2922;Turbine;[2922] - DrySump Lev;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;734;No error;[734] - Error EMC pitch blade;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;599;No error;[599] - Error in UPS;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;610;No error;[610] - Error Slip Ring Fan Diff;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;113;Turbine;[113] - Error Smoke Detector;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;611;Turbine;[611] - External error;0;0;DEV_UN;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;1014;Turbine;[1014] - FeedBack: GBT Pump S;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;812;Turbine;[812] - Feedback: Phasecomp 1;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;821;Turbine;[821] - Feedback: Phasecomp 10;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;822;Turbine;[822] - Feedback: Phasecomp 11;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3219;Turbine;[3219] - GrayCodeShiftMiss;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;3205;Turbine;[3205] - GrayCodeShiftUnexp Err,;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;595;No error;[595] - Help button activated;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;927;No error;[927] - High Delta Gearbear;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;420;Turbine;[420] - High hydr, Pressure;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;110;No error;[110] - High pres offlin;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3230;Turbine;[3230] - HighPressPump1FeedbackInvalid;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;3228;Turbine;[3228] - HighPressPump1SignalInvalid;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;3233;Turbine;[3233] - HighPressPump2FeedbackInvalid;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;3231;Turbine;[3231] - HighPressPump2SignalInvalid;0;0;DEV_UN;Other;Local;0;;-1
V80VestasErrorCode;987;Turbine;[987] - Thermoerror WaterPump;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;186;Turbine;[186] - Thermoerror yawmotor F;1;1;DEV_UN;Yaw_system;Remote;1;;-1
V80VestasErrorCode;58;User;[58] - Time constant (thau) is zero;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;875;Turbine;[875] - Timeout comm: Tower acc,;1;1;DEV_UN;Vibration;Remote;1;;-1
V80VestasErrorCode;757;Turbine;[757] - VCMS:AMA13;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;521;Turbine;[521] - VCMS:AMA14 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;758;Turbine;[758] - VCMS:AMA14;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;530;Turbine;[530] - VCMS:AMA15 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;759;Turbine;[759] - VCMS:AMA15;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;760;Turbine;[760] - VCMS:AMA31 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;539;Turbine;[539] - VCMS:AMA31;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;761;Turbine;[761] - VCMS:AMA32 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;548;Turbine;[548] - VCMS:AMA32;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;770;Turbine;[770] - VCMS:AMA51 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;771;Turbine;[771] - VCMS:AMA51;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;780;Turbine;[780] - VCMS:AMA52 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;781;Turbine;[781] - VCMS:AMA52;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;790;Turbine;[790] - VCMS:AMA53 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;791;Turbine;[791] - VCMS:AMA53;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;794;Turbine;[794] - VCMS:Assertion failure;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;550;Turbine;[550] - VCMS:Element alarm bearing;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;553;User;[553] - VCMS:Error in INI file;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;688;Turbine;[688] - VCMS:Error in RS INI file;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;493;Turbine;[493] - VCMS:FEA11 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;492;Turbine;[492] - VCMS:FEA11;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;502;Turbine;[502] - VCMS:FEA12 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;501;Turbine;[501] - VCMS:FEA12;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;511;Turbine;[511] - VCMS:FEA13 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;510;Turbine;[510] - VCMS:FEA13;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;520;Turbine;[520] - VCMS:FEA14 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;519;Turbine;[519] - VCMS:FEA14;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;529;Turbine;[529] - VCMS:FEA15 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;528;Turbine;[528] - VCMS:FEA15;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;538;Turbine;[538] - VCMS:FEA31 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;537;Turbine;[537] - VCMS:FEA31;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;547;Turbine;[547] - VCMS:FEA32 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;546;Turbine;[546] - VCMS:FEA32;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;769;Turbine;[769] - VCMS:FEA51 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;768;Turbine;[768] - VCMS:FEA51;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;779;Turbine;[779] - VCMS:FEA52 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;778;Turbine;[778] - VCMS:FEA52;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;789;Turbine;[789] - VCMS:FEA53 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;788;Turbine;[788] - VCMS:FEA53;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;560;Turbine;[560] - VCMS:File open error;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;793;Turbine;[793] - VCMS:Node reset error;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;489;Turbine;[489] - VCMS:SEA11 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;488;Turbine;[488] - VCMS:SEA11;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;498;Turbine;[498] - VCMS:SEA12 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;497;Turbine;[497] - VCMS:SEA12;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;507;Turbine;[507] - VCMS:SEA13 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;506;Turbine;[506] - VCMS:SEA13;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;516;Turbine;[516] - VCMS:SEA14 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;515;Turbine;[515] - VCMS:SEA14;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;525;Turbine;[525] - VCMS:SEA15 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;524;Turbine;[524] - VCMS:SEA15;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;534;Turbine;[534] - VCMS:SEA31 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;533;Turbine;[533] - VCMS:SEA31;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;543;Turbine;[543] - VCMS:SEA32 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;542;Turbine;[542] - VCMS:SEA32;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;765;Turbine;[765] - VCMS:SEA51 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;764;Turbine;[764] - VCMS:SEA51;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;775;Turbine;[775] - VCMS:SEA52 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;774;Turbine;[774] - VCMS:SEA52;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;785;Turbine;[785] - VCMS:SEA53 A=2;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;784;Turbine;[784] - VCMS:SEA53;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;796;Turbine;[796] - VCMS:Start client error;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;654;Turbine;[654] - VCMS:theApp is suspended;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;554;Turbine;[554] - VCMS:Timer is inactive;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;702;Turbine;[702] - VCP detects Q8 feedback missin;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;892;Ambient;[892] - Yaw gear protection stop;1;1;ENV;Yaw_system;Remote;1;;-1
V80VestasErrorCode;891;Ambient;[891] - Yaw prot,;1;1;ENV;Yaw_system;Auto short;11;;-1
V80VestasErrorCode;200;Turbine;[200] - Yaw speed error;1;1;ENV;Yaw_system;Local;1;;-1
V80VestasErrorCode;3298;Turbine;[3298] - Yaw To Cable Twist Reset;1;1;DEV_UN;Cable_untwist;Local;1;;-1
V80VestasErrorCode;3296;Turbine;[3296] - Yaw To Nacelle Position Reset;1;1;DEV_UN;Yaw_system;Local;1;;-1
V80VestasErrorCode;2973;Turbine;[2973] - YawMotorLowVol;1;1;DEV_UN;Yaw_system;Remote;1;;-1
V80VestasErrorCode;3209;Turbine;[3209] - YawSignals Invalid;1;1;DEV_UN;Yaw_system;Local;1;;-1
V80VestasErrorCode;3271;Turbine;[3271] - YawToCableTwistResetFailed;1;1;DEV_UN;Cable_untwist;Local;1;;-1
V80VestasErrorCode;3270;Turbine;[3270] - YawToCableTwistResetNotAvail;1;1;DEV_UN;Cable_untwist;Local;1;;-1
V80VestasErrorCode;3297;Turbine;[3297] - YawToNacPositResetErr;1;1;DEV_UN;Yaw_system;Local;1;;-1
V80VestasErrorCode;3273;Turbine;[3273] - YawUntwistCCW;1;1;OTH;Yaw_system;Local;1;;-1
V80VestasErrorCode;3272;Turbine;[3272] - YawUntwistCW;1;1;OTH;Yaw_system;Local;1;;-1
V80VestasErrorCode;52;Grid;[52] - ZeroCross interrupt missing;1;1;OTH;Electrical;Auto short;11;;-1
V80VestasErrorCode;3042;Turbine;[3042] - AccTestInitPressMissing;0;0;OTH;Other;Remote;0;;-1
V80VestasErrorCode;923;Turbine;[923] - Accumulator fail Mechanical;0;0;OTH;Other;Remote;0;;-1
V80VestasErrorCode;908;Turbine;[908] - Accumulator fail Solenoid;0;0;OTH;Other;Remote;0;;-1
V80VestasErrorCode;300;No error;[300] - Aviation Lamp error;0;0;OTH;Other;Remote;0;;-1
V80VestasErrorCode;301;No error;[301] - Aviation Lamp shift;0;0;OTH;Other;Remote;0;;-1
V80VestasErrorCode;42;User;[42] - Aviation light error;0;0;OTH;Other;Remote;0;;-1
V80VestasErrorCode;736;No error;[736] - Blade pitch react,;0;0;OTH;Other;Not to be acknowledged;0;;-1
V80VestasErrorCode;907;Turbine;[907] - Brake accu fail;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3330;Turbine;[3330] - Brake Warning;0;0;DEV_UN;Other;Auto short;0;;-1
V80VestasErrorCode;2879;Turbine;[2879] - Brake Worn;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3095;Turbine;[3095] - BrakeAccPressTooHigh;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3044;Turbine;[3044] - BrakeAccTestMaxTimeErr;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3043;Turbine;[3043] - BrakeAccTestMinTimeErr;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;2875;Turbine;[2875] - BrakeAccumulatorPressLow;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;2872;Turbine;[2872] - BrakeApplyValve1CBActivated;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;2874;Turbine;[2874] - BrakeDrainValveCBActivated;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;3096;Turbine;[3096] - BrakePressureTooHigh;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;2870;Turbine;[2870] - BrakeReleasedPressHigh;0;0;DEV_UN;Other;Remote;0;;-1
V80VestasErrorCode;915;Turbine;[915] - Shutdown timeout Stop Slow;1;1;DEV_UN;Other;Auto short;11;;-1
V80VestasErrorCode;695;Turbine;[695] - Signal error: EMERGENCY;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;692;Turbine;[692] - Signal error: pause (a);1;1;DEV_UN;Other;Auto long;11;;-1
V80VestasErrorCode;693;Turbine;[693] - Signal error: Pause;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;694;Turbine;[694] - Signal error: STOP;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;338;Turbine;[338] - Slip: bove limits;1;1;DEV_UN;Slipring;Auto short;11;;-1
V80VestasErrorCode;401;Turbine;[401] - Smoke detected;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;3254;Turbine;[3254] - Software Err On PSC Controller;1;1;DEV_UN;Control_system;Remote;1;;-1
V80VestasErrorCode;276;Ambient;[276] - Start auto-outyawing CCW;1;1;OTH;Yaw_system;;11;;-1
V80VestasErrorCode;275;Ambient;[275] - Start auto-outyawing CW;1;1;OTH;Yaw_system;;11;;-1
V80VestasErrorCode;436;Ambient;[436] - Start yawing to reset CCW;1;1;OTH;Yaw_system;Auto short;11;;-1
V80VestasErrorCode;435;Ambient;[435] - Start yawing to reset CW;1;1;OTH;Yaw_system;Auto short;11;;-1
V80VestasErrorCode;3464;Turbine;[3464] - StatorVoltSensorContactorError;1;1;DEV_UN;Electrical;Remote;1;;-1
V80VestasErrorCode;2968;Turbine;[2968] - Supply Aux Main CB Opened;1;1;DEV_UN;Electrical;Auto long;11;;-1
V80VestasErrorCode;2969;Turbine;[2969] - Supply CommonCB Nacelle Opened;1;1;DEV_UN;Nacelle_Sensor;Auto long;11;;-1
V80VestasErrorCode;912;Grid;[912] - Supply error;1;1;DEV_UN;Electrical;Auto short;11;;-1
V80VestasErrorCode;2967;Turbine;[2967] - SupplyError Max;1;1;DEV_UN;Electrical;Remote;1;;-1
V80VestasErrorCode;2956;Turbine;[2956] - SupplyError Min;1;1;DEV_UN;Electrical;Remote;1;;-1
V80VestasErrorCode;259;User;[259] - SW versionconflict GND/GRID;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;40;User;[40] - SW versionconflict GND/HUB;1;1;DEV_UN;Hub;Local;1;;-1
V80VestasErrorCode;44;User;[44] - SW versionconflict GND/TOP;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;562;User;[562] - SW versionconflict GND/VCMS;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;45;User;[45] - SW versionconflict GND/VCPM;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;857;Turbine;[857] - SW/Param def, Vers, Conflict;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;861;Turbine;[861] - SW/Param value vers, Conflict;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;831;Ambient;[831] - SWDS High Wind;1;1;ENV;Wind_out_of_range;Auto short no count;11;;-1
V80VestasErrorCode;962;Ambient;[962] - SWDS Low Wind;1;1;ENV;Wind_out_of_range;Auto short no count;11;;-1
V80VestasErrorCode;3135;Turbine;[3135] - SyncParam GenSyncState;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;90;Turbine;[90] - System error (1);1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;91;Turbine;[91] - System error (2);1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;92;Turbine;[92] - System error (3);1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;55;Turbine;[55] - Telegram lost during reception;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;56;Turbine;[56] - Telegram lost during xmission;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;41;Turbine;[41] - Telegram not sent;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;33;Turbine;[33] - TelegramRcv resource too small;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;3260;Turbine;[3260] - TempSwitch DCChopper;1;1;DEV_UN;Temperature;Remote;1;;-1
V80VestasErrorCode;3256;Turbine;[3256] - TempSwitch DVDFilter;1;1;DEV_UN;Temperature;Remote;1;;-1
V80VestasErrorCode;3261;Turbine;[3261] - TempSwitch GridChoke1;1;1;DEV_UN;Temperature;Remote;1;;-1
V80VestasErrorCode;3262;Turbine;[3262] - TempSwitch GridChoke2;1;1;DEV_UN;Temperature;Remote;1;;-1
V80VestasErrorCode;384;Turbine;[384] - Thermo error Gen, Slip Ring Fan;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;302;Turbine;[302] - Thermo error: hydr, Oilcooler;1;1;DEV_UN;Temperature;Remote;1;;-1
V80VestasErrorCode;312;Turbine;[312] - Thermo error: ventilators T53;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;199;Turbine;[199] - Thermo table full;1;1;DEV_UN;Temperature;Local;1;;-1
V80VestasErrorCode;729;No error;[729] - Timeout EMCPitchSelfTest;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;418;Turbine;[418] - Timeout generator reconnecting;1;1;DEV_UN;Generator;Auto short;11;;-1
V80VestasErrorCode;829;Grid;[829] - Timeout Start Frequency error;1;1;DEV_UN;Electrical;Auto long;11;;-1
V80VestasErrorCode;256;Ambient;[256] - Too low nacel temp;1;1;DEV_UN;Temperature;Auto long;11;;-1
V80VestasErrorCode;49;Turbine;[49] - Too many ArcNet reconf,;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;48;Turbine;[48] - Too many ArcNet retransmiss,;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;100;Turbine;[100] - Too many auto-restarts;1;1;DEV_UN;Other;Remote;1;;-1
V80VestasErrorCode;748;Turbine;[748] - Too many contactor supervis,;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;14;Turbine;[14] - Too many DecOpState routines;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;12;Turbine;[12] - Too many digital filters;1;1;DEV_UN;Other;Local;1;;-1
V80VestasErrorCode;20;Turbine;[20] - Too many event timers;1;1;DEV_UN;Other;Local;1;;-1
